geo,time,Value,Measure
arg,1993,1.4228,Military Spending (% GDP)
arg,1994,1.45704,Military Spending (% GDP)
arg,1995,1.47307,Military Spending (% GDP)
arg,1996,1.24123,Military Spending (% GDP)
arg,1997,1.14014,Military Spending (% GDP)
arg,1998,1.13632,Military Spending (% GDP)
arg,1999,1.22036,Military Spending (% GDP)
arg,2000,1.14882,Military Spending (% GDP)
arg,2001,1.18423,Military Spending (% GDP)
arg,2002,1.09188,Military Spending (% GDP)
arg,2003,1.0609,Military Spending (% GDP)
arg,2004,0.8833,Military Spending (% GDP)
arg,2005,0.84715,Military Spending (% GDP)
arg,2006,0.78823,Military Spending (% GDP)
arg,2007,0.79255,Military Spending (% GDP)
arg,2008,0.76276,Military Spending (% GDP)
arg,2009,0.88651,Military Spending (% GDP)
arg,2010,0.81488,Military Spending (% GDP)
arg,2011,0.76429,Military Spending (% GDP)
arg,2012,0.78482,Military Spending (% GDP)
arg,2013,0.83774,Military Spending (% GDP)
arg,2014,0.8781,Military Spending (% GDP)
arg,2015,0.85013,Military Spending (% GDP)
arg,2016,0.81314,Military Spending (% GDP)
arg,2017,0.85614,Military Spending (% GDP)
arg,2018,0.7323,Military Spending (% GDP)
arg,2019,0.6997,Military Spending (% GDP)
arg,2020,0.73449,Military Spending (% GDP)
arg,2021,0.63093,Military Spending (% GDP)
arg,2022,0.41121,Military Spending (% GDP)
arm,1992,2.20339,Military Spending (% GDP)
arm,1993,2.29664,Military Spending (% GDP)
arm,1995,4.05931,Military Spending (% GDP)
arm,1996,3.28187,Military Spending (% GDP)
arm,1997,3.9094,Military Spending (% GDP)
arm,1998,3.5281,Military Spending (% GDP)
arm,1999,3.69737,Military Spending (% GDP)
arm,2000,3.56002,Military Spending (% GDP)
arm,2001,3.12725,Military Spending (% GDP)
arm,2002,2.69771,Military Spending (% GDP)
arm,2003,2.72837,Military Spending (% GDP)
arm,2004,2.742,Military Spending (% GDP)
arm,2005,2.87193,Military Spending (% GDP)
arm,2006,2.94761,Military Spending (% GDP)
arm,2007,3.04257,Military Spending (% GDP)
arm,2008,3.39558,Military Spending (% GDP)
arm,2009,4.15705,Military Spending (% GDP)
arm,2010,4.26565,Military Spending (% GDP)
arm,2011,3.85395,Military Spending (% GDP)
arm,2012,3.58377,Military Spending (% GDP)
arm,2013,3.99724,Military Spending (% GDP)
arm,2014,3.94338,Military Spending (% GDP)
arm,2015,4.23923,Military Spending (% GDP)
arm,2016,4.09035,Military Spending (% GDP)
arm,2017,3.84973,Military Spending (% GDP)
arm,2018,4.11989,Military Spending (% GDP)
arm,2019,4.78771,Military Spending (% GDP)
arm,2020,4.98254,Military Spending (% GDP)
arm,2021,4.47078,Military Spending (% GDP)
arm,2022,4.31711,Military Spending (% GDP)
aus,1960,2.36955,Military Spending (% GDP)
aus,1961,2.41514,Military Spending (% GDP)
aus,1962,2.3637,Military Spending (% GDP)
aus,1963,2.44663,Military Spending (% GDP)
aus,1964,2.64824,Military Spending (% GDP)
aus,1965,2.95229,Military Spending (% GDP)
aus,1966,3.45138,Military Spending (% GDP)
aus,1967,3.79376,Military Spending (% GDP)
aus,1968,3.83727,Military Spending (% GDP)
aus,1969,3.38592,Military Spending (% GDP)
aus,1970,2.96604,Military Spending (% GDP)
aus,1971,2.76315,Military Spending (% GDP)
aus,1972,2.68562,Military Spending (% GDP)
aus,1973,2.37935,Military Spending (% GDP)
aus,1974,2.2628,Military Spending (% GDP)
aus,1975,2.26732,Military Spending (% GDP)
aus,1976,2.21661,Military Spending (% GDP)
aus,1977,2.2472,Military Spending (% GDP)
aus,1978,2.21569,Military Spending (% GDP)
aus,1979,2.19273,Military Spending (% GDP)
aus,1980,2.24896,Military Spending (% GDP)
aus,1981,2.2966,Military Spending (% GDP)
aus,1982,2.39327,Military Spending (% GDP)
aus,1983,2.51981,Military Spending (% GDP)
aus,1984,2.50523,Military Spending (% GDP)
aus,1985,2.52327,Military Spending (% GDP)
aus,1986,2.54043,Military Spending (% GDP)
aus,1987,2.37299,Military Spending (% GDP)
aus,1988,2.16181,Military Spending (% GDP)
aus,1989,2.05183,Military Spending (% GDP)
aus,1990,2.07591,Military Spending (% GDP)
aus,1991,2.16804,Military Spending (% GDP)
aus,1992,2.16875,Military Spending (% GDP)
aus,1993,2.17803,Military Spending (% GDP)
aus,1994,2.1166,Military Spending (% GDP)
aus,1995,2.02131,Military Spending (% GDP)
aus,1996,1.93044,Military Spending (% GDP)
aus,1997,1.86733,Military Spending (% GDP)
aus,1998,1.87112,Military Spending (% GDP)
aus,1999,1.88924,Military Spending (% GDP)
aus,2000,1.82984,Military Spending (% GDP)
aus,2001,1.87009,Military Spending (% GDP)
aus,2002,1.87396,Military Spending (% GDP)
aus,2003,1.84629,Military Spending (% GDP)
aus,2004,1.82741,Military Spending (% GDP)
aus,2005,1.80249,Military Spending (% GDP)
aus,2006,1.82233,Military Spending (% GDP)
aus,2007,1.81227,Military Spending (% GDP)
aus,2008,1.79669,Military Spending (% GDP)
aus,2009,1.92394,Military Spending (% GDP)
aus,2010,1.85293,Military Spending (% GDP)
aus,2011,1.75566,Military Spending (% GDP)
aus,2012,1.67096,Military Spending (% GDP)
aus,2013,1.63918,Military Spending (% GDP)
aus,2014,1.77306,Military Spending (% GDP)
aus,2015,1.95363,Military Spending (% GDP)
aus,2016,2.08853,Military Spending (% GDP)
aus,2017,2.00423,Military Spending (% GDP)
aus,2018,1.89567,Military Spending (% GDP)
aus,2019,1.88104,Military Spending (% GDP)
aus,2020,2.01064,Military Spending (% GDP)
aus,2021,1.98912,Military Spending (% GDP)
aus,2022,1.89882,Military Spending (% GDP)
aut,1960,1.45819,Military Spending (% GDP)
aut,1961,1.30934,Military Spending (% GDP)
aut,1962,1.35207,Military Spending (% GDP)
aut,1963,1.57967,Military Spending (% GDP)
aut,1964,1.8873,Military Spending (% GDP)
aut,1965,1.50721,Military Spending (% GDP)
aut,1966,1.62441,Military Spending (% GDP)
aut,1967,1.60917,Military Spending (% GDP)
aut,1968,1.54267,Military Spending (% GDP)
aut,1969,1.49926,Military Spending (% GDP)
aut,1970,1.38013,Military Spending (% GDP)
aut,1971,1.24611,Military Spending (% GDP)
aut,1972,1.20229,Military Spending (% GDP)
aut,1973,1.18499,Military Spending (% GDP)
aut,1974,1.27688,Military Spending (% GDP)
aut,1975,1.45128,Military Spending (% GDP)
aut,1976,1.3652,Military Spending (% GDP)
aut,1977,1.34595,Military Spending (% GDP)
aut,1978,1.42921,Military Spending (% GDP)
aut,1979,1.43385,Military Spending (% GDP)
aut,1980,1.42025,Military Spending (% GDP)
aut,1981,1.38005,Military Spending (% GDP)
aut,1982,1.413,Military Spending (% GDP)
aut,1983,1.39118,Military Spending (% GDP)
aut,1984,1.41416,Military Spending (% GDP)
aut,1985,1.51262,Military Spending (% GDP)
aut,1986,1.50876,Military Spending (% GDP)
aut,1987,1.41668,Military Spending (% GDP)
aut,1988,1.29918,Military Spending (% GDP)
aut,1989,1.23415,Military Spending (% GDP)
aut,1990,1.19566,Military Spending (% GDP)
aut,1991,1.15422,Military Spending (% GDP)
aut,1992,1.09921,Military Spending (% GDP)
aut,1993,1.11558,Military Spending (% GDP)
aut,1994,1.09445,Military Spending (% GDP)
aut,1995,1.07323,Military Spending (% GDP)
aut,1996,1.04968,Military Spending (% GDP)
aut,1997,1.04643,Military Spending (% GDP)
aut,1998,1.01807,Military Spending (% GDP)
aut,1999,0.98025,Military Spending (% GDP)
aut,2000,0.98032,Military Spending (% GDP)
aut,2001,0.90824,Military Spending (% GDP)
aut,2002,0.88353,Military Spending (% GDP)
aut,2003,0.91364,Military Spending (% GDP)
aut,2004,0.89348,Military Spending (% GDP)
aut,2005,0.85014,Military Spending (% GDP)
aut,2006,0.78581,Military Spending (% GDP)
aut,2007,0.90046,Military Spending (% GDP)
aut,2008,0.87071,Military Spending (% GDP)
aut,2009,0.83338,Military Spending (% GDP)
aut,2010,0.82123,Military Spending (% GDP)
aut,2011,0.7909,Military Spending (% GDP)
aut,2012,0.77846,Military Spending (% GDP)
aut,2013,0.75083,Military Spending (% GDP)
aut,2014,0.74778,Military Spending (% GDP)
aut,2015,0.69812,Military Spending (% GDP)
aut,2016,0.72974,Military Spending (% GDP)
aut,2017,0.75728,Military Spending (% GDP)
aut,2018,0.74503,Military Spending (% GDP)
aut,2019,0.75036,Military Spending (% GDP)
aut,2020,0.88413,Military Spending (% GDP)
aut,2021,0.87369,Military Spending (% GDP)
aut,2022,0.77261,Military Spending (% GDP)
aze,1992,2.40023,Military Spending (% GDP)
aze,1993,5.00047,Military Spending (% GDP)
aze,1994,1.94658,Military Spending (% GDP)
aze,1995,2.7369,Military Spending (% GDP)
aze,1996,2.25423,Military Spending (% GDP)
aze,1997,2.32405,Military Spending (% GDP)
aze,1998,2.41236,Military Spending (% GDP)
aze,1999,2.62511,Military Spending (% GDP)
aze,2000,2.26786,Military Spending (% GDP)
aze,2001,2.31206,Military Spending (% GDP)
aze,2002,2.24331,Military Spending (% GDP)
aze,2003,2.42636,Military Spending (% GDP)
aze,2004,2.62948,Military Spending (% GDP)
aze,2005,2.29907,Military Spending (% GDP)
aze,2006,3.41776,Military Spending (% GDP)
aze,2007,2.86419,Military Spending (% GDP)
aze,2008,3.29121,Military Spending (% GDP)
aze,2009,3.32542,Military Spending (% GDP)
aze,2010,2.791,Military Spending (% GDP)
aze,2011,4.67014,Military Spending (% GDP)
aze,2012,4.65862,Military Spending (% GDP)
aze,2013,4.54092,Military Spending (% GDP)
aze,2014,4.55501,Military Spending (% GDP)
aze,2015,5.46488,Military Spending (% GDP)
aze,2016,3.68853,Military Spending (% GDP)
aze,2017,3.7563,Military Spending (% GDP)
aze,2018,3.5624,Military Spending (% GDP)
aze,2019,3.87341,Military Spending (% GDP)
aze,2020,5.39049,Military Spending (% GDP)
aze,2021,5.27006,Military Spending (% GDP)
aze,2022,4.54597,Military Spending (% GDP)
bdi,1962,3.94379,Military Spending (% GDP)
bdi,1963,0.43478,Military Spending (% GDP)
bdi,1964,0.44562,Military Spending (% GDP)
bdi,1965,1.35234,Military Spending (% GDP)
bdi,1966,1.38229,Military Spending (% GDP)
bdi,1967,1.33261,Military Spending (% GDP)
bdi,1968,1.41422,Military Spending (% GDP)
bdi,1969,1.75449,Military Spending (% GDP)
bdi,1971,1.03241,Military Spending (% GDP)
bdi,1972,1.45867,Military Spending (% GDP)
bdi,1973,1.94621,Military Spending (% GDP)
bdi,1974,2.22508,Military Spending (% GDP)
bdi,1975,2.05681,Military Spending (% GDP)
bdi,1976,2.2236,Military Spending (% GDP)
bdi,1977,2.53338,Military Spending (% GDP)
bdi,1978,2.79637,Military Spending (% GDP)
bdi,1979,2.64372,Military Spending (% GDP)
bdi,1980,2.9188,Military Spending (% GDP)
bdi,1981,3.03033,Military Spending (% GDP)
bdi,1982,3.50702,Military Spending (% GDP)
bdi,1983,3.10481,Military Spending (% GDP)
bdi,1984,2.9754,Military Spending (% GDP)
bdi,1985,2.75117,Military Spending (% GDP)
bdi,1986,2.80541,Military Spending (% GDP)
bdi,1987,2.64914,Military Spending (% GDP)
bdi,1988,3.14525,Military Spending (% GDP)
bdi,1989,3.34952,Military Spending (% GDP)
bdi,1990,3.44871,Military Spending (% GDP)
bdi,1991,3.78627,Military Spending (% GDP)
bdi,1992,3.59564,Military Spending (% GDP)
bdi,1993,3.72028,Military Spending (% GDP)
bdi,1994,3.92111,Military Spending (% GDP)
bdi,1995,4.20907,Military Spending (% GDP)
bdi,1996,5.85688,Military Spending (% GDP)
bdi,1997,6.35965,Military Spending (% GDP)
bdi,1998,6.57227,Military Spending (% GDP)
bdi,1999,6.25764,Military Spending (% GDP)
bdi,2000,4.8624,Military Spending (% GDP)
bdi,2001,6.07174,Military Spending (% GDP)
bdi,2002,5.44168,Military Spending (% GDP)
bdi,2003,5.53344,Military Spending (% GDP)
bdi,2004,4.90327,Military Spending (% GDP)
bdi,2005,4.43619,Military Spending (% GDP)
bdi,2006,3.51172,Military Spending (% GDP)
bdi,2007,3.4146,Military Spending (% GDP)
bdi,2008,2.72089,Military Spending (% GDP)
bdi,2012,2.52718,Military Spending (% GDP)
bdi,2013,2.48241,Military Spending (% GDP)
bdi,2014,2.29795,Military Spending (% GDP)
bdi,2015,2.13132,Military Spending (% GDP)
bdi,2016,2.24316,Military Spending (% GDP)
bdi,2017,2.00271,Military Spending (% GDP)
bdi,2018,2.14942,Military Spending (% GDP)
bdi,2019,2.80782,Military Spending (% GDP)
bdi,2020,2.18591,Military Spending (% GDP)
bdi,2021,2.04301,Military Spending (% GDP)
bdi,2022,2.76041,Military Spending (% GDP)
bel,1960,3.39735,Military Spending (% GDP)
bel,1961,3.25907,Military Spending (% GDP)
bel,1962,3.28475,Military Spending (% GDP)
bel,1963,3.21663,Military Spending (% GDP)
bel,1964,3.21347,Military Spending (% GDP)
bel,1965,2.97306,Military Spending (% GDP)
bel,1966,3.11259,Military Spending (% GDP)
bel,1967,3.13458,Military Spending (% GDP)
bel,1968,3.11509,Military Spending (% GDP)
bel,1969,2.93181,Military Spending (% GDP)
bel,1970,2.91864,Military Spending (% GDP)
bel,1971,2.89893,Military Spending (% GDP)
bel,1972,2.88076,Military Spending (% GDP)
bel,1973,2.83531,Military Spending (% GDP)
bel,1974,2.76142,Military Spending (% GDP)
bel,1975,3.06503,Military Spending (% GDP)
bel,1976,3.09337,Military Spending (% GDP)
bel,1977,3.14325,Military Spending (% GDP)
bel,1978,3.26152,Military Spending (% GDP)
bel,1979,3.26135,Military Spending (% GDP)
bel,1980,3.2502,Military Spending (% GDP)
bel,1981,3.36605,Military Spending (% GDP)
bel,1982,3.26994,Military Spending (% GDP)
bel,1983,3.19141,Military Spending (% GDP)
bel,1984,3.0079,Military Spending (% GDP)
bel,1985,2.93123,Military Spending (% GDP)
bel,1986,2.95377,Military Spending (% GDP)
bel,1987,2.90179,Military Spending (% GDP)
bel,1988,2.62875,Military Spending (% GDP)
bel,1989,2.46085,Military Spending (% GDP)
bel,1990,2.35544,Military Spending (% GDP)
bel,1991,2.28769,Military Spending (% GDP)
bel,1992,1.83233,Military Spending (% GDP)
bel,1993,1.73597,Military Spending (% GDP)
bel,1994,1.67714,Military Spending (% GDP)
bel,1995,1.56575,Military Spending (% GDP)
bel,1996,1.5401,Military Spending (% GDP)
bel,1997,1.47698,Military Spending (% GDP)
bel,1998,1.46392,Military Spending (% GDP)
bel,1999,1.38584,Military Spending (% GDP)
bel,2000,1.34121,Military Spending (% GDP)
bel,2001,1.2765,Military Spending (% GDP)
bel,2002,1.21571,Military Spending (% GDP)
bel,2003,1.21499,Military Spending (% GDP)
bel,2004,1.14927,Military Spending (% GDP)
bel,2005,1.09664,Military Spending (% GDP)
bel,2006,1.05612,Military Spending (% GDP)
bel,2007,1.09802,Military Spending (% GDP)
bel,2008,1.22191,Military Spending (% GDP)
bel,2009,1.16777,Military Spending (% GDP)
bel,2010,1.09049,Military Spending (% GDP)
bel,2011,1.05222,Military Spending (% GDP)
bel,2012,1.04176,Military Spending (% GDP)
bel,2013,1.00896,Military Spending (% GDP)
bel,2014,0.97096,Military Spending (% GDP)
bel,2015,0.90928,Military Spending (% GDP)
bel,2016,0.89471,Military Spending (% GDP)
bel,2017,0.88356,Military Spending (% GDP)
bel,2018,0.89136,Military Spending (% GDP)
bel,2019,0.88849,Military Spending (% GDP)
bel,2020,1.01451,Military Spending (% GDP)
bel,2021,1.05034,Military Spending (% GDP)
bel,2022,1.17974,Military Spending (% GDP)
ben,1960,0.87158,Military Spending (% GDP)
ben,1961,1.39529,Military Spending (% GDP)
ben,1962,1.75163,Military Spending (% GDP)
ben,1963,1.73684,Military Spending (% GDP)
ben,1964,2.1817,Military Spending (% GDP)
ben,1965,2.10651,Military Spending (% GDP)
ben,1966,1.90023,Military Spending (% GDP)
ben,1967,1.97625,Military Spending (% GDP)
ben,1968,2.07212,Military Spending (% GDP)
ben,1969,1.89474,Military Spending (% GDP)
ben,1970,1.62528,Military Spending (% GDP)
ben,1971,1.60104,Military Spending (% GDP)
ben,1972,1.48779,Military Spending (% GDP)
ben,1973,1.67753,Military Spending (% GDP)
ben,1974,1.44238,Military Spending (% GDP)
ben,1975,1.49291,Military Spending (% GDP)
ben,1976,1.28165,Military Spending (% GDP)
ben,1977,1.67879,Military Spending (% GDP)
ben,1978,1.19431,Military Spending (% GDP)
ben,1979,1.93046,Military Spending (% GDP)
ben,1980,2.03165,Military Spending (% GDP)
ben,1981,1.55137,Military Spending (% GDP)
ben,1982,1.0493,Military Spending (% GDP)
ben,1983,1.18897,Military Spending (% GDP)
ben,1984,1.4587,Military Spending (% GDP)
ben,1985,1.30493,Military Spending (% GDP)
ben,1986,1.3551,Military Spending (% GDP)
ben,1987,1.5696,Military Spending (% GDP)
ben,1988,1.56409,Military Spending (% GDP)
ben,1989,1.3079,Military Spending (% GDP)
ben,1990,1.22516,Military Spending (% GDP)
ben,1999,0.48539,Military Spending (% GDP)
ben,2000,0.41285,Military Spending (% GDP)
ben,2001,0.35797,Military Spending (% GDP)
ben,2002,0.62282,Military Spending (% GDP)
ben,2003,0.64722,Military Spending (% GDP)
ben,2004,0.67615,Military Spending (% GDP)
ben,2005,0.68097,Military Spending (% GDP)
ben,2006,0.66572,Military Spending (% GDP)
ben,2008,0.66396,Military Spending (% GDP)
ben,2012,0.70206,Military Spending (% GDP)
ben,2013,0.68724,Military Spending (% GDP)
ben,2014,0.70092,Military Spending (% GDP)
ben,2015,0.79848,Military Spending (% GDP)
ben,2016,0.6736,Military Spending (% GDP)
ben,2017,0.92061,Military Spending (% GDP)
ben,2018,0.63286,Military Spending (% GDP)
ben,2019,0.47331,Military Spending (% GDP)
ben,2020,0.45876,Military Spending (% GDP)
ben,2021,0.55088,Military Spending (% GDP)
ben,2022,0.55746,Military Spending (% GDP)
bfa,1960,0.68202,Military Spending (% GDP)
bfa,1961,0.83437,Military Spending (% GDP)
bfa,1962,2.3457,Military Spending (% GDP)
bfa,1963,2.38306,Military Spending (% GDP)
bfa,1964,2.60516,Military Spending (% GDP)
bfa,1965,1.52482,Military Spending (% GDP)
bfa,1966,1.64948,Military Spending (% GDP)
bfa,1967,1.32507,Military Spending (% GDP)
bfa,1968,1.17848,Military Spending (% GDP)
bfa,1969,1.24672,Military Spending (% GDP)
bfa,1970,1.17224,Military Spending (% GDP)
bfa,1971,1.17717,Military Spending (% GDP)
bfa,1972,1.13985,Military Spending (% GDP)
bfa,1973,1.23519,Military Spending (% GDP)
bfa,1974,1.15191,Military Spending (% GDP)
bfa,1975,2.81118,Military Spending (% GDP)
bfa,1976,3.12383,Military Spending (% GDP)
bfa,1977,3.04327,Military Spending (% GDP)
bfa,1978,3.28315,Military Spending (% GDP)
bfa,1979,2.69861,Military Spending (% GDP)
bfa,1980,2.74669,Military Spending (% GDP)
bfa,1981,2.84269,Military Spending (% GDP)
bfa,1982,3.0033,Military Spending (% GDP)
bfa,1983,2.93218,Military Spending (% GDP)
bfa,1984,3.01717,Military Spending (% GDP)
bfa,1985,1.83653,Military Spending (% GDP)
bfa,1986,2.62189,Military Spending (% GDP)
bfa,1987,2.25259,Military Spending (% GDP)
bfa,1988,2.31081,Military Spending (% GDP)
bfa,1989,2.74077,Military Spending (% GDP)
bfa,1990,2.70489,Military Spending (% GDP)
bfa,1991,2.16687,Military Spending (% GDP)
bfa,1992,2.04965,Military Spending (% GDP)
bfa,1993,1.86253,Military Spending (% GDP)
bfa,1994,1.42288,Military Spending (% GDP)
bfa,1995,1.38304,Military Spending (% GDP)
bfa,1996,1.28709,Military Spending (% GDP)
bfa,1997,1.41706,Military Spending (% GDP)
bfa,1998,1.27636,Military Spending (% GDP)
bfa,1999,1.38553,Military Spending (% GDP)
bfa,2000,1.23805,Military Spending (% GDP)
bfa,2001,1.15552,Military Spending (% GDP)
bfa,2002,1.17793,Military Spending (% GDP)
bfa,2003,1.07306,Military Spending (% GDP)
bfa,2004,1.20701,Military Spending (% GDP)
bfa,2005,1.20189,Military Spending (% GDP)
bfa,2006,1.11032,Military Spending (% GDP)
bfa,2007,1.41573,Military Spending (% GDP)
bfa,2008,1.24291,Military Spending (% GDP)
bfa,2009,1.35276,Military Spending (% GDP)
bfa,2010,1.22479,Military Spending (% GDP)
bfa,2011,1.15091,Military Spending (% GDP)
bfa,2012,1.17603,Military Spending (% GDP)
bfa,2013,1.23609,Military Spending (% GDP)
bfa,2014,1.27234,Military Spending (% GDP)
bfa,2015,1.25078,Military Spending (% GDP)
bfa,2016,1.16533,Military Spending (% GDP)
bfa,2017,1.36363,Military Spending (% GDP)
bfa,2018,1.90502,Military Spending (% GDP)
